Afghanistan,2023,0.9668725
Africa,2023,3.1483295
Albania,2023,2.729141
Algeria,2023,6.122603
Andorra,2023,6.608698
Angola,2023,4.75412
Antigua and Barbuda,2023,7.686356
Argentina,2023,9.267164
Armenia,2023,3.5969958
Asia,2023,6.2778406
Australia,2023,21.964611
Austria,2023,7.4421196
Azerbaijan,2023,7.474677
Bahamas,2023,7.353837
Bahrain,2023,42.68389
Bangladesh,2023,1.5374016
Barbados,2023,5.0243716
Belarus,2023,11.741748
Belgium,2023,9.120019
Belize,2023,18.135992
Benin,2023,1.8596691
Bhutan,2023,6.3624034
Bolivia,2023,11.702886
Bosnia and Herzegovina,2023,8.411481
Botswana,2023,12.6509285
Brazil,2023,11.281123
Brunei,2023,37.342358
Bulgaria,2023,6.8618026
Burkina Faso,2023,2.5302458
Burundi,2023,0.6943361
Cambodia,2023,4.763503
Cameroon,2023,2.2971084
Canada,2023,20.356884
Cape Verde,2023,1.621282
Central African Republic,2023,5.368714
Chad,2023,6.299915
Chile,2023,5.4930954
China,2023,9.819389
Colombia,2023,4.950237
Comoros,2023,1.3611395
Congo,2023,6.44709
Cook Islands,2023,5.57277
Costa Rica,2023,3.8183188
Cote d'Ivoire,2023,3.900739
Croatia,2023,5.4408545
Cuba,2023,3.8013844
Cyprus,2023,7.2273912
Czechia,2023,8.500456
Democratic Republic of Congo,2023,5.242548
Denmark,2023,7.6021976
Djibouti,2023,1.8143458
Dominica,2023,3.2502923
Dominican Republic,2023,4.234277
East Timor,2023,3.483785
Ecuador,2023,5.0394483
Egypt,2023,3.2089403
El Salvador,2023,1.7130789
Equatorial Guinea,2023,7.828696
Eritrea,2023,2.7152379
Estonia,2023,9.784591
Eswatini,2023,1.378915
Ethiopia,2023,1.9534553
Europe,2023,9.01554
European Union (27),2023,6.89032
Fiji,2023,2.542665
Finland,2023,14.141146
France,2023,5.031376
Gabon,2023,9.957171
Gambia,2023,1.3495026
Georgia,2023,3.1328762
Germany,2023,7.931879
Ghana,2023,1.555007
Greece,2023,6.127219
Grenada,2023,3.278145
Guatemala,2023,3.537888
Guinea,2023,3.547744
Guinea-Bissau,2023,2.2693162
Guyana,2023,13.795016
Haiti,2023,1.1897823
High-income countries,2023,12.543147
Honduras,2023,3.22584
Hong Kong,2023,5.422298
Hungary,2023,5.0902004
Iceland,2023,12.923014
India,2023,2.9181125
Indonesia,2023,6.834751
Iran,2023,11.756297
Iraq,2023,7.5054784
Ireland,2023,11.095656
Israel,2023,8.773405
Italy,2023,6.0840797
Jamaica,2023,2.947004
Japan,2023,8.294703
Jordan,2023,2.567009
Kazakhstan,2023,16.721973
Kenya,2023,2.029615
Kiribati,2023,0.8231027
Kuwait,2023,29.004393
Kyrgyzstan,2023,2.9513316
Laos,2023,6.9417562
Latvia,2023,7.599865
Lebanon,2023,4.338192
Lesotho,2023,2.675271
Liberia,2023,4.327465
Libya,2023,13.056882
Liechtenstein,2023,4.369119
Lithuania,2023,7.954381
Low-income countries,2023,2.588863
Lower-middle-income countries,2023,2.8642476
Luxembourg,2023,11.862686
Macao,2023,1.7142062
Madagascar,2023,1.8539035
Malawi,2023,1.4078529
Malaysia,2023,11.832582
Maldives,2023,4.3927684
Mali,2023,2.8594406
Malta,2023,3.7450125
Mauritania,2023,3.5146143
Mauritius,2023,3.9629087
Mexico,2023,5.995628
Micronesia (country),2023,1.5251107
Moldova,2023,2.2820928
Mongolia,2023,27.010798
Montenegro,2023,2.4353302
Morocco,2023,2.8247476
Mozambique,2023,2.0768661
Myanmar,2023,3.7941139
Namibia,2023,7.619803
Nauru,2023,5.0535545
Nepal,2023,2.0587952
Netherlands,2023,8.464506
New Zealand,2023,15.327895
Nicaragua,2023,6.1425805
Niger,2023,2.321632
Nigeria,2023,1.7547624
Niue,2023,4.2931356
North America,2023,12.89363
North Korea,2023,3.139755
North Macedonia,2023,4.868938
Norway,2023,12.848431
Oceania,2023,15.951456
Oman,2023,24.342335
Pakistan,2023,2.108759
Palau,2023,17.054907
Panama,2023,5.6781297
Papua New Guinea,2023,5.090122
Paraguay,2023,11.994155
Peru,2023,4.148595
Philippines,2023,2.475422
Poland,2023,8.743342
Portugal,2023,5.190643
Qatar,2023,68.46848
Romania,2023,5.0648956
Russia,2023,18.502888
Rwanda,2023,0.76675564
Saint Kitts and Nevis,2023,5.750237
Saint Lucia,2023,3.19358
Saint Vincent and the Grenadines,2023,2.808331
Samoa,2023,1.7377286
Sao Tome and Principe,2023,1.2570254
Saudi Arabia,2023,26.427397
Senegal,2023,1.7851876
Serbia,2023,6.7752805
Seychelles,2023,5.14957
Sierra Leone,2023,1.9655045
Singapore,2023,9.839174
Slovakia,2023,4.93981
Slovenia,2023,7.784693
Solomon Islands,2023,3.802701
Somalia,2023,2.480837
South Africa,2023,8.114828
South America,2023,8.908708
South Korea,2023,12.115323
South Sudan,2023,5.59929
Spain,2023,5.8987417
Sri Lanka,2023,1.792095
Sudan,2023,2.9792697
Suriname,2023,9.996626
Sweden,2023,6.6562734
Switzerland,2023,4.515535
Syria,2023,1.6163422
Taiwan,2023,12.242936
Tajikistan,2023,2.04069
Tanzania,2023,3.140296
Thailand,2023,5.813638
Togo,2023,1.2779866
Tonga,2023,3.0998461
Trinidad and Tobago,2023,32.307095
Tunisia,2023,3.8322668
Turkey,2023,7.0092773
Turkmenistan,2023,16.621178
Turks and Caicos Islands,2023,8.27857
Tuvalu,2023,2.2355223
Uganda,2023,1.3388932
Ukraine,2023,5.6962376
United Arab Emirates,2023,26.672436
United Kingdom,2023,5.710957
United States,2023,17.16229
Upper-middle-income countries,2023,8.871023
Uruguay,2023,12.234728
Uzbekistan,2023,5.853957
Vanuatu,2023,1.9058738
Venezuela,2023,6.050592
Vietnam,2023,5.3386784
World,2023,6.6508427
Yemen,2023,0.7916695
Zambia,2023,4.2584043
Zimbabwe,2023,2.0779395